,plate,fragment,location
1429,697,17,/specific/hadar1/filesC/P697-Fg017-R-C01-R01-D31122013-T134644-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
1430,43,60,/specific/hadar1/filesC/P43-Fg060-R-C01-R01-D03122015-T130146-LR445 _PSC.jpg
1431,90,74,/specific/hadar1/filesD/P90-Fg074-R-C01-R01-D28042015-T132921-LR445 _PSC.jpg
1432,95,29,/specific/hadar1/filesD/P95-Fg029-R-C01-R01-D06072015-T091114-LR445 _PSC.jpg
1433,92,4,/specific/hadar1/filesD/P92-Fg004-R-C01-R01-D06052015-T140708-LR445 _PSC.jpg
1434,75,39,/specific/hadar1/filesC/P75-Fg039-R-C01-R01-D30072014-T112748-LR445 _PSC.jpg
1435,43,92,/specific/hadar1/filesC/P43-Fg092-R-C01-R01-D07122015-T104535-LR445 _PSC.jpg
1436,95,86,/specific/hadar1/filesD/P95-Fg086-R-C01-R01-D07072015-T150033-LR445 _PSC.jpg
1437,71,20,/specific/hadar1/filesC/P71-Fg020-R-C01-R01-D09092015-T105623-LR445 _PSC.jpg
1438,93,65,/specific/hadar1/filesD/P93-Fg065-R-C01-R01-D28052015-T093033-LR445 _PSC.jpg
1439,92,6,/specific/hadar1/filesD/P92-Fg006-R-C01-R01-D06052015-T143222-LR445 _PSC.jpg
1440,79,29,/specific/hadar1/filesD/P79-Fg029-R-C01-R01-D24072014-T091527-LR445 _PSC.jpg
1441,82,26,/specific/hadar1/filesD/P82-Fg026-R-C01-R01-D09102013-T092449-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1442,72,7,/specific/hadar1/filesC/P72-Fg007-R-C01-R01-D30082015-T102532-LR445 _PSC.jpg
1443,94,78,/specific/hadar1/filesD/P94-Fg078-R-C01-R01-D14062015-T141100-LR445 _PSC.jpg
1444,93,57,/specific/hadar1/filesD/P93-Fg057-R-C01-R01-D27052015-T151115-LR445 _PSC.jpg
1445,69,57,/specific/hadar1/filesC/P69-Fg057-R-C02-R01-D27122015-T143854-LR445 _PSC.jpg
1446,72,54,/specific/hadar1/filesC/P72-Fg054-R-C01-R01-D31082015-T120429-LR445 _PSC.jpg
1447,96,7,/specific/hadar1/filesD/P96-Fg007-R-C01-R01-D10082015-T135121-LR445 _PSC.jpg
1448,93,12,/specific/hadar1/filesD/P93-Fg012-R-C01-R01-D26052015-T134912-LR445 _PSC.jpg
1449,68,13,/specific/hadar1/filesC/P68-Fg013-R-C01-R01-D06102015-T141312-LR445 _PSC.jpg
1450,68,5,/specific/hadar1/filesC/P68-Fg005-R-C01-R01-D06102015-T131158-LR445 _PSC.jpg
1451,93,79,/specific/hadar1/filesD/P93-Fg079-R-C01-R01-D28052015-T112146-LR445 _PSC.jpg
1452,76,39,/specific/hadar1/filesD/P76-Fg039-R-C01-R01-D05082014-T153837-LR445 _PSC.jpg
1453,8,83,/specific/hadar1/filesD/P8-Fg083-R-C01-R01-D29062015-T124453-LR445 _PSC.jpg
1454,78,33,/specific/hadar1/filesD/P78-Fg033-R-C01-R01-D20072014-T104152-LR445 _PSC.jpg
1455,94,49,/specific/hadar1/filesD/P94-Fg049-R-C01-R01-D11062015-T132537-LR445 _PSC.jpg
1456,91,50,/specific/hadar1/filesD/P91-Fg050-R-C01-R01-D30032015-T140506-LR445 _PSC.jpg
1457,92,63,/specific/hadar1/filesD/P92-Fg063-R-C01-R01-D10052015-T125343-LR445 _PSC.jpg
1458,93,42,/specific/hadar1/filesD/P93-Fg042-R-C01-R01-D27052015-T130736-LR445 _PSC.jpg
1459,74,47,/specific/hadar1/filesC/P74-Fg047-R-C01-R01-D09082015-T120936-LR445 _PSC.jpg
1460,74,21,/specific/hadar1/filesC/P74-Fg021-R-C01-R01-D06082015-T142218-LR445 _PSC.jpg
1461,78,17,/specific/hadar1/filesD/P78-Fg017-R-C01-R01-D17072014-T133619-LR445 _PSC.jpg
1462,78,25,/specific/hadar1/filesD/P78-Fg025-R-C01-R01-D17072014-T153601-LR445 _PSC.jpg
1463,91,70,/specific/hadar1/filesD/P91-Fg070-R-C01-R01-D31032015-T103801-LR445 _PSC.jpg
1464,73,19,/specific/hadar1/filesC/P73-Fg019-R-C01-R01-D20082015-T121026-LR445 _PSC.jpg
1465,76,35,/specific/hadar1/filesD/P76-Fg035-R-C01-R01-D05082014-T150547-LR445 _PSC.jpg
1466,7,22,/specific/hadar1/filesC/P7-Fg022-R-C01-R01-D29032016-T102630-LR445 _PSC.jpg
1467,43,27,/specific/hadar1/filesC/P43-Fg027-R-C01-R01-D01122015-T111956-LR445 _PSC.jpg
1468,70,11,/specific/hadar1/filesC/P70-Fg011-R-C01-R01-D06092016-T144024-LR445 _PSC.jpg
1469,79,34,/specific/hadar1/filesD/P79-Fg034-R-C01-R01-D24072014-T100134-LR445 _PSC.jpg
1470,72,31,/specific/hadar1/filesC/P72-Fg031-R-C01-R01-D30082015-T142520-LR445 _PSC.jpg
1471,92,17,/specific/hadar1/filesD/P92-Fg017-R-C01-R01-D07052015-T093251-LR445 _PSC.jpg
1472,7,8,/specific/hadar1/filesC/P7-Fg008-R-C01-R01-D28032016-T135737-LR445 _PSC.jpg
1473,7,59,/specific/hadar1/filesC/P7-Fg059-R-C01-R01-D30032016-T123847-LR445 _PSC.jpg
1474,72,16,/specific/hadar1/filesC/P72-Fg016-R-C01-R01-D30082015-T113553-LR445 _PSC.jpg
1475,92,55,/specific/hadar1/filesD/P92-Fg055-R-C01-R01-D10052015-T114509-LR445 _PSC.jpg
1476,7,122,/specific/hadar1/filesC/P7-Fg122-R-C01-R01-D04042016-T115735-LR445 _PSC.jpg
1477,43,59,/specific/hadar1/filesC/P43-Fg059-R-C01-R01-D03122015-T125334-LR445 _PSC.jpg
1478,92,34,/specific/hadar1/filesD/P92-Fg034-R-C01-R01-D07052015-T153238-LR445 _PSC.jpg
1479,82,52,/specific/hadar1/filesD/P82-Fg052-R-C01-R01-D09102013-T143533-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1480,78,34,/specific/hadar1/filesD/P78-Fg034-R-C01-R01-D20072014-T105430-LR445 _PSC.jpg
1481,8,72,/specific/hadar1/filesD/P8-Fg072-R-C01-R01-D28062015-T154121-LR445 _PSC.jpg
1482,78,55,/specific/hadar1/filesD/P78-Fg055-R-C01-R01-D20072014-T143731-LR445 _PSC.jpg
1483,915,17,/specific/hadar1/filesD/P915-Fg017-R-C01-R01-D15102015-T102025-LR445 _PSC.jpg
1484,74,40,/specific/hadar1/filesC/P74-Fg040-R-C01-R01-D09082015-T111511-LR445 _PSC.jpg
1485,43,3,/specific/hadar1/filesC/P43-Fg003-R-C01-R01-D30112015-T120215-LR445 _PSC.jpg
1486,7,73,/specific/hadar1/filesC/P7-Fg073-R-C01-R01-D30032016-T153419-LR445 _PSC.jpg
1487,94,18,/specific/hadar1/filesD/P94-Fg018-R-C01-R01-D10062015-T131718-LR445 _PSC.jpg
1488,43,28,/specific/hadar1/filesC/P43-Fg028-R-C01-R01-D01122015-T114645-LR445 _PSC.jpg
1489,92,57,/specific/hadar1/filesD/P92-Fg057-R-C01-R01-D10052015-T120225-LR445 _PSC.jpg
1490,72,21,/specific/hadar1/filesC/P72-Fg021-R-C01-R01-D30082015-T130451-LR445 _PSC.jpg
1491,43,61,/specific/hadar1/filesC/P43-Fg061-R-C01-R01-D03122015-T130944-LR445 _PSC.jpg
1492,90,9,/specific/hadar1/filesD/P90-Fg009-R-C01-R01-D26042015-T122847-LR445 _PSC.jpg
1493,7,126,/specific/hadar1/filesC/P7-Fg126-R-C01-R01-D04042016-T131810-LR445 _PSC.jpg
1494,95,112,/specific/hadar1/filesD/P95-Fg112-R-C01-R01-D08072015-T150914-LR445 _PSC.jpg
1495,93,70,/specific/hadar1/filesD/P93-Fg070-R-C01-R01-D28052015-T101002-LR445 _PSC.jpg
1496,95,55,/specific/hadar1/filesD/P95-Fg055-R-C03-R01-D07072015-T095158-LR445 _PSC.jpg
1497,72,36,/specific/hadar1/filesC/P72-Fg036-R-C01-R01-D30082015-T150515-LR445 _PSC.jpg
1498,43,77,/specific/hadar1/filesC/P43-Fg077-R-C01-R01-D06122015-T121958-LR445 _PSC.jpg
1499,96,66,/specific/hadar1/filesD/P96-Fg066-R-C01-R01-D12082015-T122907-LR445 _PSC.jpg
1500,74,14,/specific/hadar1/filesC/P74-Fg014-R-C01-R01-D06082015-T124739-LR445 _PSC.jpg
1501,8,19,/specific/hadar1/filesD/P8-Fg019-R-C01-R01-D22062015-T134040-LR445 _PSC.jpg
1502,72,14,/specific/hadar1/filesC/P72-Fg014-R-C01-R01-D30082015-T111923-LR445 _PSC.jpg
1503,72,9,/specific/hadar1/filesC/P72-Fg009-R-C01-R01-D30082015-T104040-LR445 _PSC.jpg
1504,76,37,/specific/hadar1/filesD/P76-Fg037-R-C01-R01-D05082014-T152147-LR445 _PSC.jpg
1505,95,18,/specific/hadar1/filesD/P95-Fg018-R-C01-R01-D05072015-T134116-LR445 _PSC.jpg
1506,91,46,/specific/hadar1/filesD/P91-Fg046-R-C01-R01-D30032015-T132722-LR445 _PSC.jpg
1507,96,17,/specific/hadar1/filesD/P96-Fg017-R-C01-R01-D11082015-T110145-LR445 _PSC.jpg
1508,68,10,/specific/hadar1/filesC/P68-Fg010-R-C01-R01-D06102015-T135016-LR445 _PSC.jpg
1509,68,36,/specific/hadar1/filesC/P68-Fg036-R-C01-R01-D07102015-T122332-LR445 _PSC.jpg
1510,94,69,/specific/hadar1/filesD/P94-Fg069-R-C01-R01-D14062015-T124553-LR445 _PSC.jpg
1511,95,12,/specific/hadar1/filesD/P95-Fg012-R-C01-R01-D05072015-T122103-LR445 _PSC.jpg
1512,7,41,/specific/hadar1/filesC/P7-Fg041-R-C01-R01-D29032016-T150423-LR445 _PSC.jpg
1513,82,11,/specific/hadar1/filesD/P82-Fg011-R-C01-R01-D07102013-T110104-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1514,8,55,/specific/hadar1/filesD/P8-Fg055-R-C01-R01-D28062015-T102458-LR445 _PSC.jpg
1515,73,8,/specific/hadar1/filesC/P73-Fg008-R-C01-R01-D20082015-T100021-LR445 _PSC.jpg
1516,96,74,/specific/hadar1/filesD/P96-Fg074-R-C01-R01-D12082015-T134100-LR445 _PSC.jpg
1517,96,33,/specific/hadar1/filesD/P96-Fg033-R-C01-R01-D11082015-T135051-LR445 _PSC.jpg
1518,75,42,/specific/hadar1/filesC/P75-Fg042-R-C01-R01-D30072014-T115006-LR445 _PSC.jpg
1519,76,40,/specific/hadar1/filesD/P76-Fg040-R-C01-R01-D05082014-T154556-LR445 _PSC.jpg
1520,71,43,/specific/hadar1/filesC/P71-Fg043-R-C01-R01-D10092015-T090348-LR445 _PSC.jpg
1521,95,22,/specific/hadar1/filesD/P95-Fg022-R-C01-R01-D05072015-T144314-LR445 _PSC.jpg
1522,91,5,/specific/hadar1/filesD/P91-Fg005-R-C01-R01-D29032015-T101044-LR445 _PSC.jpg
1523,94,11,/specific/hadar1/filesD/P94-Fg011-R-C01-R01-D10062015-T114945-LR445 _PSC.jpg
1524,96,16,/specific/hadar1/filesD/P96-Fg016-R-C01-R01-D11082015-T105428-LR445 _PSC.jpg
1525,79,44,/specific/hadar1/filesD/P79-Fg044-R-C01-R01-D24072014-T111942-LR445 _PSC.jpg
1526,94,28,/specific/hadar1/filesD/P94-Fg028-R-C01-R01-D11062015-T091439-LR445 _PSC.jpg
1527,68,59,/specific/hadar1/filesC/P68-Fg059-R-C01-R01-D08102015-T091541-LR445 _PSC.jpg
1528,91,73,/specific/hadar1/filesD/P91-Fg073-R-C01-R01-D31032015-T110122-LR445 _PSC.jpg
1529,7,86,/specific/hadar1/filesC/P7-Fg086-R-C01-R01-D03042016-T115223-LR445 _PSC.jpg
1530,68,71,/specific/hadar1/filesC/P68-Fg071-R-C01-R01-D08102015-T130329-LR445 _PSC.jpg
1531,92,42,/specific/hadar1/filesD/P92-Fg042-R-C01-R01-D07052015-T164549-LR445 _PSC.jpg
1532,43,25,/specific/hadar1/filesC/P43-Fg025-R-C01-R01-D07122015-T120226-LR445 _PSC.jpg
1533,8,1,/specific/hadar1/filesD/P8-Fg001-R-C01-R01-D22062015-T094333-LR445 _PSC.jpg
1534,76,4,/specific/hadar1/filesD/P76-Fg004-R-C01-R01-D05082014-T095825-LR445 _PSC.jpg
1535,91,38,/specific/hadar1/filesD/P91-Fg038-R-C02-R01-D30032015-T112607-LR445 _PSC.jpg
1536,82,78,/specific/hadar1/filesD/P82-Fg078-R-C01-R01-D13102013-T152302-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1537,7,81,/specific/hadar1/filesC/P7-Fg081-R-C01-R01-D03042016-T102659-LR445 _PSC.jpg
1538,82,5,/specific/hadar1/filesD/P82-Fg005-R-C01-R01-D07102013-T100944-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1539,95,96,/specific/hadar1/filesD/P95-Fg096-R-C01-R01-D08072015-T102044-LR445 _PSC.jpg
1540,76,5,/specific/hadar1/filesD/P76-Fg005-R-C01-R01-D05082014-T100620-LR445 _PSC.jpg
1541,92,48,/specific/hadar1/filesD/P92-Fg048-R-C01-R01-D10052015-T094913-LR445 _PSC.jpg
1542,8,87,/specific/hadar1/filesD/P8-Fg087-R-C01-R01-D29062015-T131747-LR445 _PSC.jpg
1543,94,35,/specific/hadar1/filesD/P94-Fg035-R-C01-R01-D11062015-T103340-LR445 _PSC.jpg
1544,94,53,/specific/hadar1/filesD/P94-Fg053-R-C01-R01-D11062015-T141109-LR445 _PSC.jpg
1545,8,71,/specific/hadar1/filesD/P8-Fg071-R-C01-R01-D28062015-T152009-LR445 _PSC.jpg
1546,7,54,/specific/hadar1/filesC/P7-Fg054-R-C01-R01-D30032016-T110449-LR445 _PSC.jpg
1547,43,64,/specific/hadar1/filesC/P43-Fg064-R-C01-R01-D03122015-T133421-LR445 _PSC.jpg
1548,82,14,/specific/hadar1/filesD/P82-Fg014-R-C01-R01-D07102013-T113426-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1549,76,17,/specific/hadar1/filesD/P76-Fg017-R-C01-R01-D05082014-T115330-LR445 _PSC.jpg
1550,82,2,/specific/hadar1/filesD/P82-Fg002-R-C01-R01-D07102013-T093423-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1551,915,1,/specific/hadar1/filesD/P915-Fg001-R-C01-R01-D14102015-T145235-LR445 _PSC.jpg
1552,74,57,/specific/hadar1/filesC/P74-Fg057-R-C01-R01-D09082015-T132700-LR445 _PSC.jpg
1553,96,38,/specific/hadar1/filesD/P96-Fg038-R-C01-R01-D11082015-T142936-LR445 _PSC.jpg
1554,7,9,/specific/hadar1/filesC/P7-Fg009-R-C01-R01-D28032016-T140609-LR445 _PSC.jpg
1555,95,95,/specific/hadar1/filesD/P95-Fg095-R-C01-R01-D08072015-T101306-LR445 _PSC.jpg
1556,93,9,/specific/hadar1/filesD/P93-Fg009-R-C01-R01-D26052015-T132651-LR445 _PSC.jpg
1557,43,26,/specific/hadar1/filesC/P43-Fg026-R-C01-R01-D01122015-T110822-LR445 _PSC.jpg
1558,70,66,/specific/hadar1/filesC/P70-Fg066-R-C01-R01-D11092016-T113507-LR445 _PSC.jpg
1559,69,20,/specific/hadar1/filesC/P69-Fg020-R-C01-R01-D24122015-T095342-LR445 _PSC.jpg
1560,567,34,/specific/hadar1/filesC/P567-Fg034-R-C01-R01-D21052014-T103734-LR445 _PSC.jpg
1561,74,39,/specific/hadar1/filesC/P74-Fg039-R-C01-R01-D09082015-T110752-LR445 _PSC.jpg
1562,96,62,/specific/hadar1/filesD/P96-Fg062-R-C01-R01-D12082015-T115918-LR445 _PSC.jpg
1563,76,12,/specific/hadar1/filesD/P76-Fg012-R-C01-R01-D05082014-T111255-LR445 _PSC.jpg
1564,8,57,/specific/hadar1/filesD/P8-Fg057-R-C01-R01-D28062015-T131717-LR445 _PSC.jpg
1565,93,82,/specific/hadar1/filesD/P93-Fg082-R-C01-R01-D28052015-T114339-LR445 _PSC.jpg
1566,70,32,/specific/hadar1/filesC/P70-Fg032-R-C01-R01-D07092016-T144800-LR445 _PSC.jpg
1567,96,75,/specific/hadar1/filesD/P96-Fg075-R-C01-R01-D12082015-T134803-LR445 _PSC.jpg
1568,71,46,/specific/hadar1/filesC/P71-Fg046-R-C01-R01-D10092015-T092632-LR445 _PSC.jpg
1569,96,60,/specific/hadar1/filesD/P96-Fg060-R-C01-R01-D12082015-T114349-LR445 _PSC.jpg
1570,95,16,/specific/hadar1/filesD/P95-Fg016-R-C01-R01-D05072015-T130935-LR445 _PSC.jpg
1571,7,35,/specific/hadar1/filesC/P7-Fg035-R-C01-R01-D29032016-T131638-LR445 _PSC.jpg
1572,70,9,/specific/hadar1/filesC/P70-Fg009-R-C01-R01-D06092016-T141903-LR445 _PSC.jpg
1573,68,12,/specific/hadar1/filesC/P68-Fg012-R-C01-R01-D06102015-T140557-LR445 _PSC.jpg
1574,915,19,/specific/hadar1/filesD/P915-Fg019-R-C01-R01-D15102015-T103531-LR445 _PSC.jpg
1575,69,50,/specific/hadar1/filesC/P69-Fg050-R-C02-R01-D27122015-T104551-LR445 _PSC.jpg
1576,8,5,/specific/hadar1/filesD/P8-Fg005-R-C01-R01-D22062015-T102259-LR445 _PSC.jpg
1577,75,1,/specific/hadar1/filesC/P75-Fg001-R-C01-R01-D29072014-T123036-LR445 _PSC.jpg
1578,915,3,/specific/hadar1/filesD/P915-Fg003-R-C01-R01-D14102015-T151125-LR445 _PSC.jpg
1579,76,21,/specific/hadar1/filesD/P76-Fg021-R-C01-R01-D05082014-T131422-LR445 _PSC.jpg
1580,91,7,/specific/hadar1/filesD/P91-Fg007-R-C01-R01-D29032015-T102614-LR445 _PSC.jpg
1581,7,108,/specific/hadar1/filesC/P7-Fg108-R-C01-R01-D04042016-T091833-LR445 _PSC.jpg
1582,43,86,/specific/hadar1/filesC/P43-Fg086-R-C01-R01-D06122015-T142338-LR445 _PSC.jpg
1583,90,71,/specific/hadar1/filesD/P90-Fg071-R-C01-R01-D28042015-T130547-LR445 _PSC.jpg
1584,73,40,/specific/hadar1/filesC/P73-Fg040-R-C01-R01-D23082015-T090619-LR445 _PSC.jpg
1585,74,18,/specific/hadar1/filesC/P74-Fg018-R-C01-R01-D06082015-T135913-LR445 _PSC.jpg
1586,70,50,/specific/hadar1/filesC/P70-Fg050-R-C01-R01-D08092016-T121128-LR445 _PSC.jpg
1587,93,86,/specific/hadar1/filesD/P93-Fg086-R-C01-R01-D28052015-T143256-LR445 _PSC.jpg
1588,90,80,/specific/hadar1/filesD/P90-Fg080-R-C01-R01-D28042015-T141759-LR445 _PSC.jpg
1589,68,19,/specific/hadar1/filesC/P68-Fg019-R-C01-R01-D06102015-T152808-LR445 _PSC.jpg
1590,8,67,/specific/hadar1/filesD/P8-Fg067-R-C01-R01-D28062015-T144209-LR445 _PSC.jpg
1591,68,49,/specific/hadar1/filesC/P68-Fg049-R-C01-R01-D07102015-T145337-LR445 _PSC.jpg
1592,7,100,/specific/hadar1/filesC/P7-Fg100-R-C01-R01-D03042016-T143720-LR445 _PSC.jpg
1593,70,22,/specific/hadar1/filesC/P70-Fg022-R-C01-R01-D07092016-T095724-LR445 _PSC.jpg
1594,96,69,/specific/hadar1/filesD/P96-Fg069-R-C01-R01-D12082015-T130416-LR445 _PSC.jpg
1595,8,70,/specific/hadar1/filesD/P8-Fg070-R-C01-R01-D28062015-T151239-LR445 _PSC.jpg
1596,70,36,/specific/hadar1/filesC/P70-Fg036-R-C01-R01-D08092016-T085951-LR445 _PSC.jpg
1597,95,38,/specific/hadar1/filesD/P95-Fg038-R-C01-R01-D06072015-T104530-LR445 _PSC.jpg
1598,90,22,/specific/hadar1/filesD/P90-Fg022-R-C01-R01-D26042015-T142138-LR445 _PSC.jpg
1599,94,3,/specific/hadar1/filesD/P94-Fg003-R-C01-R01-D10062015-T101918-LR445 _PSC.jpg
1600,72,32,/specific/hadar1/filesC/P72-Fg032-R-C01-R01-D30082015-T143319-LR445 _PSC.jpg
1601,72,34,/specific/hadar1/filesC/P72-Fg034-R-C01-R01-D30082015-T144856-LR445 _PSC.jpg
1602,73,46,/specific/hadar1/filesC/P73-Fg046-R-C01-R01-D23082015-T095946-LR445 _PSC.jpg
1603,92,30,/specific/hadar1/filesD/P92-Fg030-R-C01-R01-D07052015-T134739-LR445 _PSC.jpg
1604,90,10,/specific/hadar1/filesD/P90-Fg010-R-C01-R01-D26042015-T123633-LR445 _PSC.jpg
1605,96,35,/specific/hadar1/filesD/P96-Fg035-R-C01-R01-D11082015-T140631-LR445 _PSC.jpg
1606,7,1,/specific/hadar1/filesC/P7-Fg001-R-C01-R01-D28032016-T123232-LR445 _PSC.jpg
1607,7,96,/specific/hadar1/filesC/P7-Fg096-R-C01-R01-D03042016-T132905-LR445 _PSC.jpg
1608,70,49,/specific/hadar1/filesC/P70-Fg049-R-C01-R01-D08092016-T114211-LR445 _PSC.jpg
1609,91,15,/specific/hadar1/filesD/P91-Fg015-R-C01-R01-D29032015-T112541-LR445 _PSC.jpg
1610,93,3,/specific/hadar1/filesD/P93-Fg003-R-C01-R01-D26052015-T114219-LR445 _PSC.jpg
1611,73,50,/specific/hadar1/filesC/P73-Fg050-R-C01-R01-D23082015-T102935-LR445 _PSC.jpg
1612,76,8,/specific/hadar1/filesD/P76-Fg008-R-C01-R01-D05082014-T104243-LR445 _PSC.jpg
1613,567,36,/specific/hadar1/filesC/P567-Fg036-R-C01-R01-D21052014-T111416-LR445 _PSC.jpg
1614,73,24,/specific/hadar1/filesC/P73-Fg024-R-C01-R01-D20082015-T124613-LR445 _PSC.jpg
1615,93,26,/specific/hadar1/filesD/P93-Fg026-R-C01-R01-D27052015-T091429-LR445 _PSC.jpg
1616,93,55,/specific/hadar1/filesD/P93-Fg055-R-C01-R01-D27052015-T145649-LR445 _PSC.jpg
1617,95,103,/specific/hadar1/filesD/P95-Fg103-R-C01-R01-D08072015-T123741-LR445 _PSC.jpg
1618,96,57,/specific/hadar1/filesD/P96-Fg057-R-C01-R01-D12082015-T112053-LR445 _PSC.jpg
1619,76,45,/specific/hadar1/filesD/P76-Fg045-R-C01-R01-D06082014-T092343-LR445 _PSC.jpg
1620,90,2,/specific/hadar1/filesD/P90-Fg002-R-C01-R01-D26042015-T104353-LR445 _PSC.jpg
1621,7,98,/specific/hadar1/filesC/P7-Fg098-R-C01-R01-D03042016-T134813-LR445 _PSC.jpg
1622,43,22,/specific/hadar1/filesC/P43-Fg022-R-C01-R01-D07122015-T115445-LR445 _PSC.jpg
1623,95,33,/specific/hadar1/filesD/P95-Fg033-R-C01-R01-D06072015-T095426-LR445 _PSC.jpg
1624,79,41,/specific/hadar1/filesD/P79-Fg041-R-C01-R01-D24072014-T105646-LR445 _PSC.jpg
1625,93,28,/specific/hadar1/filesD/P93-Fg028-R-C01-R01-D27052015-T092845-LR445 _PSC.jpg
1626,78,51,/specific/hadar1/filesD/P78-Fg051-R-C01-R01-D20072014-T140220-LR445 _PSC.jpg
1627,82,81,/specific/hadar1/filesD/P82-Fg081-R-C01-R01-D13102013-T155440-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1628,7,26,/specific/hadar1/filesC/P7-Fg026-R-C01-R01-D29032016-T110518-LR445 _PSC.jpg
1629,92,19,/specific/hadar1/filesD/P92-Fg019-R-C01-R01-D07052015-T094815-LR445 _PSC.jpg
1630,7,56,/specific/hadar1/filesC/P7-Fg056-R-C01-R01-D30032016-T121147-LR445 _PSC.jpg
1631,74,4,/specific/hadar1/filesC/P74-Fg004-R-C01-R01-D06082015-T102439-LR445 _PSC.jpg
1632,93,87,/specific/hadar1/filesD/P93-Fg087-R-C01-R01-D28052015-T144023-LR445 _PSC.jpg
1633,43,41,/specific/hadar1/filesC/P43-Fg041-R-C01-R01-D01122015-T152850-LR445 _PSC.jpg
1634,70,80,/specific/hadar1/filesC/P70-Fg080-R-C01-R01-D11092016-T170619-LR445 _PSC.jpg
1635,94,84,/specific/hadar1/filesD/P94-Fg084-R-C01-R01-D14062015-T145916-LR445 _PSC.jpg
1636,82,60,/specific/hadar1/filesD/P82-Fg060-R-C01-R01-D13102013-T100932-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1637,90,69,/specific/hadar1/filesD/P90-Fg069-R-C01-R01-D28042015-T124243-LR445 _PSC.jpg
1638,7,64,/specific/hadar1/filesC/P7-Fg064-R-C01-R01-D30032016-T132238-LR445 _PSC.jpg
1639,70,70,/specific/hadar1/filesC/P70-Fg070-R-C01-R01-D11092016-T125707-LR445 _PSC.jpg
1640,93,73,/specific/hadar1/filesD/P93-Fg073-R-C01-R01-D28052015-T103522-LR445 _PSC.jpg
1641,70,15,/specific/hadar1/filesC/P70-Fg015-R-C01-R01-D06092016-T151200-LR445 _PSC.jpg
1642,69,51,/specific/hadar1/filesC/P69-Fg051-R-C02-R01-D27122015-T105520-LR445 _PSC.jpg
1643,70,84,/specific/hadar1/filesC/P70-Fg084-R-C01-R01-D11092016-T173721-LR445 _PSC.jpg
1644,75,16,/specific/hadar1/filesC/P75-Fg016-R-C01-R01-D29072014-T143304-LR445 _PSC.jpg
1645,90,37,/specific/hadar1/filesD/P90-Fg037-R-C01-R01-D27042015-T100444-LR445 _PSC.jpg
1646,82,53,/specific/hadar1/filesD/P82-Fg053-R-C01-R01-D09102013-T145954-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1647,70,57,/specific/hadar1/filesC/P70-Fg057-R-C01-R01-D08092016-T140936-LR445 _PSC.jpg
1648,78,12,/specific/hadar1/filesD/P78-Fg012-R-C01-R01-D17072014-T112631-LR445 _PSC.jpg
1649,94,89,/specific/hadar1/filesD/P94-Fg089-R-C01-R01-D14062015-T153831-LR445 _PSC.jpg
1650,75,28,/specific/hadar1/filesC/P75-Fg028-R-C01-R01-D30072014-T094732-LR445 _PSC.jpg
1651,43,51,/specific/hadar1/filesC/P43-Fg051-R-C01-R01-D03122015-T112309-LR445 _PSC.jpg
1652,75,61,/specific/hadar1/filesD/P75-Fg061-R-C01-R01-D30072014-T143416-LR445 _PSC.jpg
1653,96,86,/specific/hadar1/filesD/P96-Fg086-R-C01-R01-D13082015-T101257-LR445 _PSC.jpg
1654,91,26,/specific/hadar1/filesD/P91-Fg026-R-C01-R01-D29032015-T131958-LR445 _PSC.jpg
1655,75,38,/specific/hadar1/filesC/P75-Fg038-R-C01-R01-D30072014-T112001-LR445 _PSC.jpg
1656,74,2,/specific/hadar1/filesC/P74-Fg002-R-C01-R01-D06082015-T100856-LR445 _PSC.jpg
1657,43,32,/specific/hadar1/filesC/P43-Fg032-R-C01-R01-D01122015-T133147-LR445 _PSC.jpg
1658,76,18,/specific/hadar1/filesD/P76-Fg018-R-C01-R01-D05082014-T120125-LR445 _PSC.jpg
1659,78,23,/specific/hadar1/filesD/P78-Fg023-R-C01-R01-D17072014-T152102-LR445 _PSC.jpg
1660,94,63,/specific/hadar1/filesD/P94-Fg063-R-C01-R01-D14062015-T115833-LR445 _PSC.jpg
1661,95,56,/specific/hadar1/filesD/P95-Fg056-R-C01-R01-D07072015-T100031-LR445 _PSC.jpg
1662,581,7,/specific/hadar1/filesC/P581-Fg007-R-C01-R01-D06022014-T125821-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1663,8,3,/specific/hadar1/filesD/P8-Fg003-R-C01-R01-D22062015-T100020-LR445 _PSC.jpg
1664,79,27,/specific/hadar1/filesD/P79-Fg027-R-C01-R01-D24072014-T090101-LR445 _PSC.jpg
1665,75,31,/specific/hadar1/filesC/P75-Fg031-R-C01-R01-D30072014-T101957-LR445 _PSC.jpg
